AccountId,Account_Display_Name,Current_Tier_v1,Current_Tier_v2,tier_v3,Composite_Score,Revenue_Current,Revenue_Lifetime,Tickets_Current,Years_Loyalty
16901,Tandridge Photographic Society,Tier 1,Tier 5,Tier 5,88.4,13.93,13.93,32,2
16902,Barham CE Primary School,Tier 3,Free,Free,,0.0,0.0,145,2
16904,Kinloss Barracks Community Forum,Tier 4,Tier 4,Tier 4,47.89,137.4,137.4,506,2
16906,MESSY CHURCH,Tier 2,Free,Free,,0.0,0.0,64,2
16908,MJH ArtStudio,Tier 3,Tier 5,Tier 5,57.76,87.01,87.01,53,2
16913,Linden Bridge School,Tier 3,Free,Free,,0.0,0.0,136,2
16915,Minter Et Al,Tier 2,Tier 5,Tier 5,71.66,50.25,50.25,97,1
16916,Friends of Leehurst Swan,Tier 4,Tier 4,Tier 4,39.61,239.75,239.75,594,1
16918,Carlisle United South cumbria,Tier 2,Tier 5,Tier 5,64.74,71.17,71.17,61,1
16919,St Francis RC PS Parent Council,Tier 3,Tier 5,Tier 5,80.22,25.92,25.92,362,2
16920,Inverness Highlanders,Tier 2,Tier 5,Tier 5,69.14,57.42,57.42,106,1
16921,Louise Cross,Tier 2,Tier 5,Tier 5,76.08,40.04,40.04,123,1
16922,Torriano Meeting House,Tier 1,Tier 5,Tier 5,93.0,10.71,10.71,14,1
16924,St Paul&#39;s Girls School Environmental Action Committee,Tier 2,Free,Free,,0.0,0.0,50,1
16925,YAS Charity,Tier 4,Tier 4,Tier 4,38.72,250.17,250.17,1501,1
16926,Health Inequalities Events,Tier 1,Free,Free,,0.0,0.0,23,1
16927,Walesby PTA,Tier 2,Tier 5,Tier 5,85.6,21.67,21.67,40,1
16928,Sheffield Youth Orchestra,Tier 4,Tier 4,Tier 4,29.86,359.29,359.29,813,2
16929,Sean McArdle,Tier 2,Tier 5,Tier 5,80.07,26.27,26.27,30,2
16930,The Hillery Family Foundation,Tier 2,Free,Free,,0.0,0.0,79,2
16931,Willowbrook Hospice,Tier 2,Tier 5,Tier 5,68.06,61.21,61.21,58,1
16934,Friends of Longridge Library,Tier 2,Tier 5,Tier 5,67.24,56.0,56.0,110,2
16938,Kay Clarkson,Tier 3,Tier 5,Tier 5,52.76,109.77,109.77,264,2
16942,Hugo&#39;s,Tier 2,Tier 5,Tier 5,79.21,28.12,28.12,40,2
16944,Percival Guildhouse,NIL,Nil,Nil,,0.0,0.0,1,1
16945,King George Memorial Hall,Tier 4,Tier 4,Tier 4,33.1,293.75,293.75,483,2
16946,TA Supervisors and Trainers Network,Tier 2,Tier 5,Tier 5,64.2,73.0,73.0,24,1
1695,Lester Bartlett,NIL,Nil,Nil,,0.0,184.12,0,4
16951,Junior Masters,Tier 3,Tier 5,Tier 5,61.3,83.33,83.33,107,1
16952,White Cliffs Pool Association,Tier 2,Tier 5,Tier 5,81.11,29.29,29.29,68,1
16960,Nav Durga Utsav Basingstoke,Tier 2,Tier 5,Tier 5,93.42,10.17,10.17,77,1
16961,Pond Meadow,Tier 2,Free,Free,,0.0,0.0,56,2
16962,MISS M OPPONG MENSAH,Tier 2,Tier 5,Tier 5,82.83,25.79,25.79,92,1
16963,Whinless Down Academy Trust,Tier 2,Free,Free,,0.0,0.0,112,1
16968,Adelle Selkie Art,NIL,Nil,Nil,,3.0,3.0,4,1
1697,BDSIP,NIL,Nil,Nil,,0.0,0.0,0,1
16972,Christmas Party,Tier 3,Tier 5,Tier 5,55.05,110.83,110.83,70,1
16981,personality disorders cic,Tier 1,Tier 5,Tier 5,95.59,6.5,6.5,12,1
16982,Red Dragon Ventures Ltd,NIL,Nil,Nil,,30.75,30.75,6,1
16983,Kelly Turtington,Tier 2,Tier 5,Tier 5,80.96,24.67,24.67,74,2
16984,SLIS,Tier 4,Free,Free,,0.0,0.0,569,1
16985,Floral Fringe Fair,NIL,Nil,Nil,,0.0,0.0,4,1
16987,Sefton Charities,Tier 3,Tier 5,Tier 5,60.45,86.31,86.31,93,1
16988,Devonshire Secondhand Uniform,Tier 1,Free,Free,,0.0,0.0,14,1
16989,Staveley Satellites,Tier 2,Tier 5,Tier 5,68.12,53.21,53.21,85,2
16999,Town Hall January 3rd 2026 Concert Tickets,Tier 3,Tier 4,Tier 4,45.39,157.33,157.33,148,2
17,Casterton Sedbergh Preparatory School,NIL,Nil,Nil,,0.0,0.0,0,8
17000,SHSK Yr 11 Prom 2026,Tier 3,Tier 4,Tier 4,38.94,214.21,214.21,97,2
17002,Newbuildings Fireworks,Tier 2,Tier 5,Tier 5,84.06,23.96,23.96,88,1
17003,Deneholm Primary School PTA,Tier 4,Tier 5,Tier 5,56.92,90.59,90.59,471,2
17006,Wellacre Careers Fair,Tier 3,Free,Free,,0.0,0.0,257,1
17009,Crusaders Rugby Club,Tier 1,Tier 5,Tier 5,90.23,15.05,15.05,12,1
17012,Property Chats - Crawley,Tier 1,Free,Free,,0.0,0.0,12,2
17014,USSG,Tier 3,Tier 5,Tier 5,52.27,126.09,126.09,67,1
17019,Lottie Darby,Tier 3,Tier 5,Tier 5,57.4,88.77,88.77,210,2
17021,University of Nottingham Innovation Park,Tier 3,Free,Free,,0.0,0.0,157,2
17022,Oswestry Rheumatology Association,NIL,Nil,Nil,,1.25,1.25,2,1
17028,Poonam Batra,NIL,Nil,Nil,,6.33,6.33,4,1
17030,ANTONIA KLEOPA,Tier 1,Tier 5,Tier 5,97.18,3.5,3.5,11,1
17031,Central Association of Agricultural Valuers,Tier 1,Tier 5,Tier 5,95.68,0.79,0.79,13,2
17032,St Andrew's PTA,Tier 4,Tier 4,Tier 4,29.68,366.47,366.47,1274,2
17036,A Bridge Apart,Tier 2,Free,Free,,0.0,0.0,96,1
1704,Apedale Heritage Centre,Tier 3,Tier 4,Tier 4,30.78,146.88,759.67,159,7
17044,Parks and Countryside team,Tier 3,Free,Free,,0.0,0.0,257,2
17045,3Cs Community,Tier 2,Tier 5,Tier 5,83.28,21.33,21.33,64,2
17046,The Judd School,Tier 4,Free,Free,,0.0,0.0,600,1
17047,Tintinhull Drama Group,Tier 2,Free,Free,,0.0,0.0,96,1
1705,Miss Fashion Week UK,NIL,Nil,Nil,,0.0,41.92,0,2
17051,Moulsford Parents Association,Tier 4,Tier 4,Tier 4,29.08,379.39,379.39,624,2
17053,Wise Agriculture Ltd,Tier 2,Tier 5,Tier 5,85.6,21.67,21.67,65,1
17056,AlexAlex,NIL,Nil,Nil,,0.17,0.17,1,1
17059,Lancaster City Council,Tier 1,Free,Free,,0.0,0.0,23,1
1706,St Mary's Calne,NIL,Nil,Nil,,0.0,0.0,0,4
17068,SPA - Dance,Tier 4,Tier 4,Tier 4,29.13,377.92,377.92,68,2
17069,First Frame Productions LTD,Tier 4,Tier 4,Tier 4,35.53,258.01,258.01,60,2
17070,Feathers,Tier 2,Tier 5,Tier 5,76.5,39.25,39.25,61,1
17073,St Kenelms HSA,Tier 3,Tier 5,Tier 5,63.5,75.26,75.26,215,1
17074,Stephen Poleon,Tier 1,Free,Free,,0.0,0.0,15,1
17075,Kerry Banks BEM,Tier 2,Tier 5,Tier 5,71.71,44.42,44.42,82,2
17077,Ryarsh PTFA,Tier 4,Tier 3,Tier 3,24.53,625.33,625.33,1450,1
17078,Friends of St Barnabas C E Primary School PTA,Tier 3,Tier 5,Tier 5,65.12,62.49,62.49,229,2
17087,Brandywine Theatre Company,Tier 2,Tier 5,Tier 5,82.36,26.78,26.78,41,1
17088,Friends of St Martins School Scarborough FOSMs,Tier 3,Tier 5,Tier 5,73.75,45.21,45.21,155,1
17089,The Cart Shed,Tier 3,Tier 5,Tier 5,50.83,120.25,120.25,37,2
1709,IPA Course Development,NIL,Nil,Nil,,0.0,0.0,0,1
17092,Chittlehampton Twinning Association,Tier 2,Tier 5,Tier 5,65.28,69.38,69.38,111,1
17097,Forth Valley Family Support Services,NIL,Nil,Nil,,0.0,0.0,9,1
17098,AOUP,Tier 1,Free,Free,,0.0,0.0,13,1
171,MTJBS Sport,NIL,Nil,Nil,,0.0,0.0,0,2
1710,Bolton Cancer Voices,NIL,Nil,Nil,,0.0,14.96,0,1
17103,The young explorerers forest school,Tier 2,Tier 5,Tier 5,75.49,35.51,35.51,91,2
17105,Precision HR Limited,NIL,Nil,Nil,,29.38,29.38,7,1
17108,Kendal Youth Darts Academy,Tier 3,Tier 4,Tier 4,47.06,144.96,144.96,187,2
17111,Sarah Hartley,Tier 1,Tier 5,Tier 5,96.82,4.33,4.33,13,1
17117,Hyndburn &amp; Ribble Valley CVS,Tier 1,Free,Free,,0.0,0.0,36,1
17119,Ashton on Mersey Golf Club,Tier 3,Tier 4,Tier 4,48.89,131.0,131.0,99,2
1712,Worksop Community Gospel Choir,NIL,Nil,Nil,,0.0,3.67,0,1
17121,LMC Training Solutions,NIL,Nil,Nil,,2.63,2.63,1,1
17124,Dolly,Tier 3,Tier 5,Tier 5,61.18,74.28,74.28,171,2
17129,WMCTClecture,NIL,Nil,Nil,,0.0,0.0,7,1
17141,See of Oswestry,Tier 4,Tier 4,Tier 4,30.84,395.5,395.5,62,1
17142,York Dukes,Tier 3,Tier 5,Tier 5,66.73,57.21,57.21,239,2
17143,Nathan Moorby,NIL,Nil,Nil,,0.0,0.0,1,1
17146,Tank Tour,Tier 2,Tier 5,Tier 5,80.8,30.0,30.0,48,1
17149,Sawley CC,Tier 2,Tier 5,Tier 5,62.63,79.33,79.33,68,1
17155,Magdalen College School Brackley,Tier 4,Tier 4,Tier 4,39.44,208.48,208.48,532,2
17158,Barefoot Music,Tier 3,Tier 5,Tier 5,56.01,94.58,94.58,248,2
17159,ADLER FC,NIL,Nil,Nil,,1.29,1.29,1,1
17161,@beccasaud Rebecca Rampersaud Events,Tier 2,Tier 5,Tier 5,67.42,62.96,62.96,25,1
17165,Northampton Concert Orchestra,Tier 1,Tier 5,Tier 5,83.45,20.96,20.96,36,2
17167,Austin Friars PTA,Tier 2,Tier 5,Tier 5,83.16,21.61,21.61,81,2
17168,Caf&#233; Roo,Tier 2,Tier 5,Tier 5,85.19,22.39,22.39,41,1
17170,TABUK,NIL,Nil,Nil,,0.17,0.17,1,1
17179,Arun Padakanti,Tier 3,Tier 5,Tier 5,74.16,44.54,44.54,174,1
17182,Pennthorpe School,Tier 4,Tier 4,Tier 4,48.17,135.5,135.5,1619,2
17184,Packington Recreation Ground,NIL,Nil,Nil,,9.04,9.04,3,1
17186,Bender UK,Tier 1,Free,Free,,0.0,0.0,37,1
17187,Social Prosper,NIL,Nil,Nil,,2.33,2.33,7,1
17188,Esselle Bowling,Tier 3,Tier 4,Tier 4,46.71,147.5,147.5,229,2
17190,Fable and Mirth,Tier 2,Tier 5,Tier 5,80.47,30.71,30.71,34,1
17193,Julian Hawes,NIL,Nil,Nil,,0.0,0.0,4,1
17196,Rawthey,Tier 3,Tier 4,Tier 4,45.08,160.12,160.12,61,2
172,Julian Pugsley,NIL,Nil,Nil,,0.0,11.32,0,1
17203,PPN Stratford,NIL,Nil,Nil,,0.0,0.0,1,1
17206,Naomi Jacobs,NIL,Nil,Nil,,0.0,0.0,7,1
17208,NHNN Therapy and Rehab,NIL,Nil,Nil,,0.75,0.75,1,1
1721,Disco Daddy,NIL,Nil,Nil,,0.0,149.25,0,4
17220,Gigs At The Common,Tier 1,Tier 5,Tier 5,92.78,11.13,11.13,23,1
17223,Queen's College Enterprise,High Value,Tier 3,Tier 2,12.68,1518.22,1518.22,1588,2
17224,HAODS,Tier 2,Tier 5,Tier 5,71.07,51.67,51.67,39,1
17226,Anord Mardix,Tier 1,Free,Free,,0.0,0.0,19,1
17231,Brett Speed,Tier 3,Free,Free,,0.0,0.0,328,2
17234,Asita Pearce,Tier 3,Tier 5,Tier 5,61.39,83.01,83.01,81,1
17238,Elmridge Primary School PTA,Tier 2,Tier 5,Tier 5,80.29,31.08,31.08,36,1
1724,NHS West Hertfordshire Hospitals NHS Trust,NIL,Nil,Nil,,0.0,147.62,0,1
17244,Friends of Great Bentley Primary School,NIL,Nil,Nil,,0.33,0.33,2,1
17249,Hooray Party Box,Tier 1,Tier 5,Tier 5,85.36,18.0,18.0,19,2
1725,National Theatre Learning,NIL,Nil,Nil,,0.0,0.0,0,2
17251,Skyblupinkcreative,NIL,Nil,Nil,,4.79,4.79,5,1
17255,Island Society,Tier 2,Tier 5,Tier 5,68.0,61.79,61.79,56,1
17256,Winshill Village Primary and Nursery School PTFA,Tier 3,Tier 5,Tier 5,64.84,63.0,63.0,339,2
1726,Blaenau Gwent Young Stars Musical Theatre Company,NIL,Nil,Nil,,0.0,137.55,0,3
17264,Cairnshill PSA,Tier 3,Tier 5,Tier 5,73.02,46.79,46.79,128,1
17268,EGCA Fireworks,Tier 4,Tier 4,Tier 4,46.22,170.05,170.05,432,1
17269,Frithwood School Association,Tier 4,Tier 4,Tier 4,46.35,169.21,169.21,460,1
1727,Age UK Oxfordshire,NIL,Nil,Nil,,0.0,8.67,0,1
17271,Sixth_form_senior_team,Tier 4,Tier 4,Tier 4,39.03,213.11,213.11,510,2
17274,Friends of St Mary&#39;s IOM,Tier 4,Tier 4,Tier 4,28.54,391.33,391.33,1303,2
1728,Old Bedstonian Society,NIL,Nil,Nil,,0.0,25.71,0,1
17281,St Gildas,Tier 3,Free,Free,,0.0,0.0,319,2
17285,Third Child Events,Tier 2,Tier 5,Tier 5,78.74,34.17,34.17,35,1
17287,AT Children and Families,Tier 1,Tier 5,Tier 5,83.77,20.38,20.38,15,2
17289,Polish Family Association,Tier 2,Free,Free,,0.0,0.0,51,2
1729,Golden Dragon Martial Arts,NIL,Nil,Nil,,0.0,40.83,0,2
17293,Friends of St John&#39;s CE Academy,Tier 3,Tier 5,Tier 5,63.98,65.73,65.73,220,2
17295,The Meadow Barns Centre 4 Climate Hope,NIL,Nil,Nil,,1.08,1.08,7,2
17296,McAuley Steward,Tier 1,Tier 5,Tier 5,84.58,23.37,23.37,18,1
17298,Cheriton Primary School PTFA,Tier 1,Tier 5,Tier 5,92.47,11.5,11.5,37,1
173,Alumni Relations,NIL,Nil,Nil,,0.0,0.0,0,3
17301,Paul Tage - Chairman - Reform - Maldon,Tier 2,Tier 5,Tier 5,67.51,62.83,62.83,66,1
17306,Fetcham Event,Tier 2,Tier 5,Tier 5,93.17,10.43,10.43,45,1
17307,New Holland Primary School,Tier 2,Free,Free,,0.0,0.0,39,2
17308,Chichester Festival for Music Dance & Speech,Tier 3,Tier 5,Tier 5,68.95,58.19,58.19,233,1
17309,CrossReach,Tier 3,Tier 5,Tier 5,59.1,92.52,92.52,184,1
17312,Ukraine Appeal,Tier 2,Tier 5,Tier 5,81.58,28.5,28.5,39,1
17315,Send Amateur Dramatic Society,Tier 3,Tier 4,Tier 4,43.71,169.79,169.79,319,2
17318,Josephine Davis,Tier 2,Free,Free,,0.0,0.0,83,1
17323,Chorley Council - Housing Options,Tier 1,Free,Free,,0.0,0.0,25,1
17330,Penrith Quaker Meeting,Tier 2,Free,Free,,0.0,0.0,42,1
17335,Georgian Gardens PTA,Tier 4,Tier 4,Tier 4,36.25,286.92,286.92,903,1
17343,Culford School - Music Department,Tier 3,Free,Free,,0.0,0.0,283,2
17344,Jack WIlkinson,Tier 3,Free,Free,,0.0,0.0,284,2
17347,HI for Palestinians,Tier 3,Tier 5,Tier 5,53.94,104.67,104.67,166,2
17349,The Geordieland Experience,Tier 1,Tier 5,Tier 5,95.16,2.12,2.12,21,2
17351,Dr Morgan Maths Tutor,NIL,Nil,Nil,,4.67,4.67,4,1
17358,Business Confidence Club,NIL,Nil,Nil,,0.13,0.13,2,1
17365,ICMG Edmonton,Tier 2,Tier 5,Tier 5,69.95,55.58,55.58,35,1
17366,St Lawrence&#39;s Christmas Fair 2025 - Santa&#39;s Grotto,Tier 2,Tier 5,Tier 5,84.33,23.7,23.7,49,1
1737,Mini Movers,Tier 4,Tier 3,Tier 3,20.6,217.04,2070.77,410,8
17371,Appleton Players,NIL,Nil,Nil,,1.33,1.33,4,1
17372,Terror Management,Tier 2,Tier 5,Tier 5,75.24,36.04,36.04,63,2
1738,Disco Ducks with Spotlight Dance Academy,NIL,Nil,Nil,,0.0,114.92,0,2
17381,EYFS Prep items,Tier 1,Tier 5,Tier 5,90.81,10.21,10.21,13,2
17382,Badminton School,Tier 3,Free,Free,,0.0,0.0,167,1
17388,Carlisle Diocese Renewal Retreat,Tier 1,Free,Free,,0.0,0.0,30,1
17389,Trafford Music Service,Tier 1,Tier 5,Tier 5,91.64,9.0,9.0,26,2
1739,Harmony Sinfonia,Tier 3,Tier 4,Tier 4,27.3,194.83,658.62,280,8
17393,Christmas Drag &amp; Drive,Tier 1,Tier 5,Tier 5,95.77,6.38,6.38,17,1
174,Rachel & Joy,NIL,Nil,Nil,,0.0,48.43,0,1
1740,EVA Cumbria Finalist Events,NIL,Nil,Nil,,0.0,22.42,0,1
17408,Armitstead events,Tier 2,Free,Free,,0.0,0.0,56,2
1741,CleanTheSeas,NIL,Nil,Nil,,0.0,0.0,0,1
17420,St Leonard’s PTA,Tier 2,Tier 5,Tier 5,76.41,39.43,39.43,90,1
17444,Brooklands Club,Tier 2,Tier 5,Tier 5,75.3,35.93,35.93,71,2
17446,Lauren Waterworth,Tier 4,Tier 4,Tier 4,34.72,271.67,271.67,424,2
17447,Maya Lesch,Tier 3,Tier 4,Tier 4,38.39,223.25,223.25,141,2
17448,The star Inn,Tier 2,Tier 5,Tier 5,74.93,36.83,36.83,79,2
17450,Étoile Reverie,Tier 2,Tier 5,Tier 5,71.81,50.0,50.0,80,1
17451,Wyre Forest Chamber Choir,Tier 2,Tier 5,Tier 5,85.78,21.46,21.46,40,1
17453,Abbey musical youth,Tier 2,Tier 5,Tier 5,81.47,28.67,28.67,86,1
17454,Ms2407,Tier 3,Tier 5,Tier 5,54.45,102.96,102.96,62,2
1746,Jiu-Jitsu (IJJA),NIL,Nil,Nil,,0.0,19.38,0,2
1747,Charity Football Match,Tier 2,Tier 5,Tier 5,55.78,51.38,190.26,83,4
17472,CLIP community led inclusion partnership,Tier 2,Free,Free,,0.0,0.0,114,2
17473,Bressingham Primary School,Tier 3,Free,Free,,0.0,0.0,165,1
17476,Rodeo Duo,High Value,Tier 4,Tier 4,43.28,173.17,173.17,2999,2
1748,St Peter's Collegians' Association,Tier 3,Tier 4,Tier 4,29.43,171.58,709.83,35,6
17487,VRFC-Wilson,Tier 2,Tier 5,Tier 5,66.1,67.27,67.27,104,1
17490,North West Cancer Research,Tier 4,Tier 3,Tier 3,24.43,509.58,509.58,726,2
17492,ROM Theatre Arts,Tier 3,Tier 5,Tier 5,62.46,79.68,79.68,161,1
17493,LSE Estates Division,Tier 2,Free,Free,,0.0,0.0,99,1
17496,JezSFCIC,Tier 2,Free,Free,,0.0,0.0,38,2
175,Kendal College,NIL,Nil,Nil,,0.0,86.33,0,2
1750,Viables Community Association,Tier 4,Tier 2,Tier 3,11.28,452.44,3685.45,1898,8
17504,Rachel Hucker,NIL,Nil,Nil,,7.0,7.0,6,1
17505,Cuckfield Progressive Supper,Tier 3,Tier 5,Tier 5,54.65,101.96,101.96,89,2
17507,Bethany Gough,Tier 2,Tier 5,Tier 5,80.79,25.02,25.02,57,2
17514,The Big Get Together,NIL,Nil,Nil,,0.0,0.0,3,1
17516,Robert Monk,Tier 3,Tier 4,Tier 4,42.6,177.13,177.13,137,2
17517,Ceremonies by Fleur,Tier 1,Free,Free,,0.0,0.0,13,1
17519,Nightingale Primary PTA,Tier 3,Tier 5,Tier 5,74.21,44.53,44.53,169,1
17520,Swim Club,Tier 3,Tier 5,Tier 5,54.74,112.58,112.58,370,1
17521,PNC HR LTD,NIL,Nil,Nil,,3.79,3.79,7,1
17522,Dramacube,High Value,Tier 2,Tier 2,11.84,1705.17,1705.17,2191,2
17524,The Granville School,Tier 3,Free,Free,,0.0,0.0,386,1
17528,St Patrick’s Primary School  Portrush,Tier 2,Tier 5,Tier 5,70.04,55.25,55.25,102,1
1753,Bellfield Brewery Tap Room,NIL,Nil,Nil,,0.0,0.0,0,1
17530,Orange Frog,NIL,Nil,Nil,,8.83,8.83,4,1
17533,LFQC,NIL,Nil,Nil,,0.0,0.0,4,1
1754,P.A.N.T.S,NIL,Nil,Nil,,0.0,162.78,0,2
17540,Redstones Dufton,Tier 2,Tier 5,Tier 5,70.17,54.96,54.96,73,1
17541,SPARTA,Tier 3,Tier 5,Tier 5,55.89,95.0,95.0,50,2
17542,R&amp;R Crafts,Tier 2,Tier 5,Tier 5,77.28,37.54,37.54,17,1
17544,Abby Wilson,Tier 2,Free,Free,,0.0,0.0,60,2
17547,Purplemoon Supervision and Coaching Ltd,NIL,Nil,Nil,,14.75,14.75,7,1
17551,Plymtree Cricket Club,Tier 3,Tier 5,Tier 5,55.02,110.92,110.92,259,1
17557,Katie Wright,Tier 2,Tier 5,Tier 5,73.17,40.86,40.86,85,2
17559,Lothian Hospitals' Choir Christmas Carol Concert,Tier 3,Tier 4,Tier 4,39.54,240.21,240.21,243,1
17561,Ellis Edwards Foundation,Tier 3,Tier 5,Tier 5,59.73,89.38,89.38,143,1
17565,Unlocked Travel Community,Tier 2,Tier 5,Tier 5,74.37,44.0,44.0,32,1
17569,Sheppey RFC,Tier 4,Tier 4,Tier 3,28.06,475.42,475.42,1258,1
17570,halfway petting farm events,Tier 4,Tier 4,Tier 4,45.87,172.81,172.81,712,1
17574,Around the world in 60 minutes🌏,Tier 1,Tier 5,Tier 5,95.97,6.07,6.07,27,1
1759,London Phoenix Orchestra,NIL,Nil,Nil,,0.0,9.67,0,1
17590,Edwinstree Theatre Productions,NIL,Nil,Nil,,1.13,1.13,4,1
17592,Norfolk and Norwich Bat Group,Tier 2,Tier 5,Tier 5,87.51,18.81,18.81,47,1
176,Archbishop Temple School,Tier 4,Tier 3,Tier 3,21.7,275.5,936.51,1353,7
17601,Brandywine Theatre Company,Tier 2,Tier 5,Tier 5,83.95,24.19,24.19,37,1
17609,Feral Outdoor Company Ltd,Tier 2,Tier 5,Tier 5,72.44,42.23,42.23,33,2
1761,Fareham Philharmonic Choir,Tier 3,Tier 4,Tier 4,41.19,111.75,262.75,146,6
17616,Cardinal Heenan Catholic High School Performing Arts,Tier 2,Tier 5,Tier 5,85.75,17.33,17.33,51,2
1762,Gen-i Consulting,NIL,Nil,Nil,,0.0,11.67,0,1
17621,Cheshire Woman Awards,Tier 2,Tier 5,Tier 5,80.8,30.0,30.0,40,1
17628,Yuka,Tier 2,Tier 5,Tier 5,90.19,15.17,15.17,91,1
17631,West Horndon Primary School,Tier 3,Free,Free,,0.0,0.0,176,1
17632,St Peter's Church  North Tawton,Tier 1,Tier 5,Tier 5,92.35,11.78,11.78,20,1
17636,lanah,Tier 3,Free,Free,,0.0,0.0,128,1
17637,Prestwich Ju-Jitsu Club,Tier 2,Free,Free,,0.0,0.0,39,1
17639,Birkenhead School,Tier 4,Tier 3,Tier 3,21.65,792.71,792.71,1259,1
17640,Wyre Forest Youth for Christ,Tier 1,Free,Free,,0.0,0.0,19,2
17645,Feminists4Jina,Tier 2,Tier 5,Tier 5,85.74,21.5,21.5,63,1
1765,Cancer Support Scotland,NIL,Nil,Nil,,0.0,34.0,0,1
17654,PenkethPTFA,Tier 4,Tier 4,Tier 4,29.96,416.26,416.26,1163,1
17655,TGI CHOIR,Tier 3,Tier 5,Tier 5,61.85,81.27,81.27,127,1
17657,Friends of Bolton on Swale C of E Primary School,Tier 2,Tier 5,Tier 5,79.59,27.29,27.29,97,2
17661,FOSS events,Tier 1,Tier 5,Tier 5,94.55,8.38,8.38,28,1
17663,Maria Yugina,Tier 1,Tier 5,Tier 5,89.41,16.29,16.29,21,1
17669,Dunblane Scouts,Tier 2,Tier 5,Tier 5,76.91,38.25,38.25,86,1
1767,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,1
17672,CACN events,Tier 3,Tier 5,Tier 5,86.86,16.29,16.29,184,2
17673,The Hive,Tier 3,Tier 5,Tier 5,78.87,28.69,28.69,225,2
17676,Longfleet PTA,Tier 2,Tier 5,Tier 5,83.57,20.67,20.67,47,2
17678,Together for Becca,Tier 3,Tier 4,Tier 4,42.25,180.59,180.59,168,2
17679,Home-Start Omagh District HOOP,Tier 4,Free,Free,,0.0,0.0,499,2
1768,Sandhurst Joggers run LLHM for Guide Dogs,NIL,Nil,Nil,,0.0,0.0,0,2
17680,Fram Creativity,Tier 1,Free,Free,,0.0,0.0,19,1
17681,Miss Anika&#39;s School of Dance,Tier 2,Tier 5,Tier 5,87.61,18.58,18.58,50,1
17682,Capgemini UK,Tier 3,Free,Free,,0.0,0.0,246,1
17684,MPS,Tier 4,Tier 4,Tier 4,31.71,376.26,376.26,831,1
17685,Whitehead Sport and Social Club,Tier 3,Tier 5,Tier 5,54.72,101.42,101.42,263,2
17686,The Trull Players,Tier 4,Tier 3,Tier 3,26.83,434.67,434.67,726,2
17687,Obsessive Recessive Roots CIC,Tier 1,Free,Free,,0.0,0.0,26,1
1769,Northern Equine Events,High Value,Tier 2,Tier 2,7.23,623.17,9569.95,342,8
17693,Paulina,NIL,Nil,Nil,,0.0,0.0,3,1
17694,The Limes,Tier 1,Tier 5,Tier 5,96.82,4.33,4.33,13,1
17696,Medway NHS Foundation Trust,Tier 4,Free,Free,,0.0,0.0,709,2
17699,Bewdley Carnival,Tier 3,Tier 5,Tier 4,51.35,117.29,117.29,208,2
177,Ampleforth College Music Department,NIL,Nil,Nil,,0.0,3295.77,0,10
17700,St Thomas of Canterbury Cathedral Centre Ltd,NIL,Nil,Nil,,5.41,5.41,7,1
17703,Claire Stones,Tier 1,Tier 5,Tier 5,85.91,17.25,17.25,13,2
17707,Oswestry rugby club,Tier 3,Tier 5,Tier 5,58.96,82.75,82.75,72,2
1771,Malvern St James OGA,NIL,Nil,Nil,,0.0,988.29,0,7
17710,Laura McFall,Tier 2,Tier 5,Tier 5,65.01,70.04,70.04,20,1
17715,Vocals With Eve,NIL,Nil,Nil,,1.88,1.88,3,1
17717,BAmDram,Tier 2,Tier 5,Tier 5,72.55,42.0,42.0,118,2
17719,Essentially Medical,Tier 4,Free,Free,,0.0,0.0,445,2
17720,Call to Stage Theatre Company,Tier 4,Tier 4,Tier 4,27.6,411.63,411.63,412,2
17723,Kelly &amp; Gabriela,NIL,Nil,Nil,,7.0,7.0,6,1
17724,Capel-le-Ferne PFA,Tier 3,Tier 5,Tier 4,53.63,118.96,118.96,308,1
17730,Purpose Bakery,NIL,Nil,Nil,,3.5,3.5,3,1
17736,Justine,NIL,Nil,Nil,,0.0,0.0,1,1
1774,Icicle Mountaineering,NIL,Nil,Nil,,0.0,0.0,0,1
17741,Letting the outside in,Tier 2,Tier 5,Tier 5,80.62,25.19,25.19,15,2
17745,UOM Film,Tier 2,Free,Free,,0.0,0.0,124,1
17746,YOGA DANCE FOOD,Tier 3,Tier 5,Tier 5,58.27,85.08,85.08,36,2
1775,Lancaster Lindy Circle,NIL,Nil,Nil,,0.0,35.25,0,1
17754,Unified Sports Centre Limited,Tier 3,Tier 4,Tier 4,41.87,183.92,183.92,380,2
17755,Up Up &amp; Away,Tier 3,Free,Free,,0.0,0.0,363,2
17771,HH ICU Wellness Group,Tier 2,Tier 5,Tier 5,96.52,4.96,4.96,50,1
17772,Pleo Reachout Organisation CIC,Tier 2,Tier 5,Tier 5,67.87,61.96,61.96,28,1
17774,Malmesbury Paranomal Society,Tier 2,Tier 5,Tier 5,85.75,17.33,17.33,52,2
17775,Chenade Ogungbadero,Tier 3,Tier 5,Tier 4,52.68,124.25,124.25,294,1
17776,Flight of the Dragonfly,Tier 1,Free,Free,,0.0,0.0,27,1
17777,Clwb Rygbi Bangor,Tier 2,Tier 5,Tier 5,77.33,31.83,31.83,43,2
17778,WBHC-PPG,NIL,Nil,Nil,,0.0,0.0,2,1
