Account_Name,Current_Tier_v1,Previous_Tier_v1,Account_Display_Name,Current_Tier_v2,Previous_Tier_v2,Composite_Score,Revenue_Current,Revenue_Lifetime,Tickets_Current,Years_Loyalty,Current_Tier_v1_mapped,Tier_Changed,AccountId,tier_v3
237,Tier 3,Tier 3,God for All Team,Tier 5,Tier 4,57.74,10.88,1074.79,32,9,Tier 4,TRUE,237,Tier 5
14894,Tier 1,Tier 1,Drama Academy,Tier 5,Tier 5,91.89,10.83,16.25,20,1,Tier 5,FALSE,14894,Tier 5
19941,Tier 1,NIL,Gajanan Maharaj UK Parivar Trust,Tier 5,Nil,92.96,10.83,10.83,15,1,Tier 5,FALSE,19941,Tier 5
12932,NIL,Tier 2,Break,Nil,Tier 5,,10.75,73.67,6,2,Nil,FALSE,12932,Nil
16922,Tier 1,NIL,Torriano Meeting House,Tier 5,Nil,93,10.71,10.71,14,1,Tier 5,FALSE,16922,Tier 5
19098,Tier 1,NIL,Celebrate Recovery UK,Tier 5,Nil,93.04,10.62,10.62,15,1,Tier 5,FALSE,19098,Tier 5
4732,Tier 1,NIL,Jigsaw (South East) Stripe,Tier 5,Nil,77.71,10.62,67.5,14,5,Tier 5,FALSE,4732,Tier 5
13646,Tier 1,Tier 2,moved by my soular,Tier 5,Tier 5,86.74,10.54,30.17,22,2,Tier 5,FALSE,13646,Tier 5
18914,Tier 1,NIL,Tropic With Annie,Tier 5,Nil,93.11,10.54,10.54,11,1,Tier 5,FALSE,18914,Tier 5
19562,Tier 1,NIL,Jude Surr,Tier 5,Nil,93.11,10.54,10.54,23,1,Tier 5,FALSE,19562,Tier 5
5312,Tier 3,Tier 3,KidsOut UK,Tier 5,Tier 4,58.05,10.54,1817.42,11,4,Tier 4,TRUE,5312,Tier 5
19566,NIL,NIL,Libby Bateman,Nil,Nil,,10.5,10.5,9,1,Nil,FALSE,19566,Nil
17306,Tier 2,NIL,Fetcham Event,Tier 5,Nil,93.17,10.43,10.43,45,1,Tier 5,FALSE,17306,Tier 5
11422,Tier 2,NIL,TDC,Tier 5,Nil,90.53,10.37,11.13,91,2,Tier 5,FALSE,11422,Tier 5
14512,Tier 1,Tier 1,Naomi Gay,Tier 5,Tier 5,91,10.37,20.92,12,1,Tier 5,FALSE,14512,Tier 5
14826,Tier 1,Tier 1,Tabor Rocks Events,Tier 5,Tier 5,91.58,10.33,18,31,1,Tier 5,FALSE,14826,Tier 5
18784,Tier 1,NIL,Beth Gray Events,Tier 5,Nil,93.24,10.33,10.33,31,1,Tier 5,FALSE,18784,Tier 5
15147,Tier 3,NIL,Frodsham and Helsby Rotary,Tier 5,Nil,90.75,10.3,10.3,314,2,Tier 4,TRUE,15147,Tier 5
18178,NIL,NIL,St Mary & St Eanswythe,Nil,Nil,,10.29,10.29,9,1,Nil,FALSE,18178,Nil
2600,Tier 1,Tier 1,Wigan Networking,Tier 5,Tier 5,76.47,10.29,70,19,7,Tier 5,FALSE,2600,Tier 5
19367,NIL,NIL,Alice Evans,Nil,Nil,,10.25,10.25,2,1,Nil,FALSE,19367,Nil
12465,Tier 2,Tier 2,The Gaffer,Tier 5,Tier 5,83.95,10.21,51.21,19,2,Tier 5,FALSE,12465,Tier 5
15380,Tier 2,NIL,HPS2025,Tier 5,Nil,93.36,10.21,10.21,49,1,Tier 5,FALSE,15380,Tier 5
17381,Tier 1,NIL,EYFS Prep items,Tier 5,Nil,90.81,10.21,10.21,13,2,Tier 5,FALSE,17381,Tier 5
16960,Tier 2,NIL,Nav Durga Utsav Basingstoke,Tier 5,Nil,93.42,10.17,10.17,77,1,Tier 5,FALSE,16960,Tier 5
2762,Tier 2,NIL,Shoreham FC,Tier 5,Nil,69.86,10.17,183.17,28,6,Tier 5,FALSE,2762,Tier 5
16733,Tier 2,NIL,Friends of Lancaster Cemetery,Tier 5,Nil,90.91,10.12,10.12,79,2,Tier 5,FALSE,16733,Tier 5
14198,NIL,Tier 1,Thwaites Mountaineering,Nil,Tier 5,,10.08,28.99,7,2,Nil,FALSE,14198,Nil
14999,Tier 1,NIL,Christian Aid,Tier 5,Nil,93.15,10.08,11.71,20,1,Tier 5,FALSE,14999,Tier 5
19385,Tier 1,NIL,Inspire Yourself Happy,Tier 5,Nil,93.49,10.08,10.08,22,1,Tier 5,FALSE,19385,Tier 5
12215,NIL,Tier 3,Black Mountains Chapter Oak tree Rally,Nil,Tier 5,,10.04,124.21,6,2,Nil,FALSE,12215,Nil
5252,Tier 1,NIL,Choir Leader Meet-Up,Tier 5,Nil,88.38,10.04,13.46,12,3,Tier 5,FALSE,5252,Tier 5
9443,Tier 2,Tier 2,Left Horizons,Tier 5,Tier 5,82.39,10.01,48.97,45,3,Tier 5,FALSE,9443,Tier 5
5476,NIL,Tier 2,PTA - The Nicholson Academy,Nil,Tier 5,,10,144.35,7,4,Nil,FALSE,5476,Nil
14091,Tier 4,Tier 3,Open Farm Sunday Gaddesden Home Farm,Tier 5,Tier 5,89.78,10,28.96,588,1,Tier 3,TRUE,14091,Tier 5
18797,Tier 2,NIL,Community Wellbeing Events,Tier 5,Nil,93.57,10,10,47,1,Tier 5,FALSE,18797,Tier 5
6128,Tier 2,Tier 2,Grimsdell,Tier 5,Free,86.72,9.92,9.92,64,5,Tier 5,FALSE,6128,Tier 5
16732,Tier 1,NIL,Swap &amp; Style,Tier 5,Nil,93.65,9.88,9.88,31,1,Tier 5,FALSE,16732,Tier 5
18542,Tier 1,NIL,Celestial Sound Healing,Tier 5,Nil,91.1,9.88,9.88,11,2,Tier 5,FALSE,18542,Tier 5
13932,Tier 1,Tier 1,Good Grief Dear CIC,Tier 5,Tier 5,90.18,9.83,14.75,28,2,Tier 5,FALSE,13932,Tier 5
14924,Tier 2,NIL,Friends of Lancaster City Museum,Tier 5,Nil,93.7,9.83,9.83,48,1,Tier 5,FALSE,14924,Tier 5
10334,Tier 1,Tier 1,Dominic Downs Piano,Tier 5,Tier 5,89.04,9.76,19.57,21,2,Tier 5,FALSE,10334,Tier 5
10104,Tier 3,Tier 3,Dulwich College Staff Socials,Tier 5,Tier 4,70.88,9.75,207.87,13,4,Tier 4,TRUE,10104,Tier 5
13943,Tier 1,Tier 1,Carla Kronfli,Tier 5,Tier 5,90.49,9.75,25.5,13,1,Tier 5,FALSE,13943,Tier 5
16814,Tier 1,NIL,Lancs Road Club,Tier 5,Nil,91.24,9.75,9.75,29,2,Tier 5,FALSE,16814,Tier 5
16862,Tier 1,NIL,Evenjobb Village Hall,Tier 5,Nil,93.78,9.75,9.75,18,1,Tier 5,FALSE,16862,Tier 5
19406,Tier 1,NIL,Wellnessevents,Tier 5,Nil,93.85,9.71,9.71,10,1,Tier 5,FALSE,19406,Tier 5
2655,Tier 3,Tier 1,St Peter & St Paul  Rustington,Tier 5,Tier 5,81.07,9.71,38.96,287,6,Tier 4,TRUE,2655,Tier 5
15454,Tier 1,NIL,Masonic Centre Ticketing,Tier 5,Nil,93.89,9.67,9.67,29,1,Tier 5,FALSE,15454,Tier 5
11369,Tier 4,Tier 3,Willow Grove Primary School,Tier 5,Free,89.4,9.63,9.63,507,3,Tier 3,TRUE,11369,Tier 5
2111,Tier 3,Tier 3,Still Crazy,Tier 5,Tier 5,64.33,9.63,495.87,11,5,Tier 4,TRUE,2111,Tier 5
13467,Tier 1,Tier 1,ScriptoriumArts,Tier 5,Tier 5,89.26,9.58,19.42,10,2,Tier 5,FALSE,13467,Tier 5
1884,Tier 2,Tier 3,Cumbria Curtain Call,Tier 5,Tier 4,67.76,9.54,265.87,29,6,Tier 5,FALSE,1884,Tier 5
14811,Tier 1,NIL,Torchlight Wellbeing,Tier 5,Nil,90.85,9.5,12.87,31,2,Tier 5,FALSE,14811,Tier 5
15905,NIL,NIL,Mei Wine,Nil,Nil,,9.42,9.42,2,1,Nil,FALSE,15905,Nil
11055,Tier 3,Tier 3,Lower Plumpton Farm,Tier 5,Free,91.5,9.38,9.38,240,2,Tier 4,TRUE,11055,Tier 5
18741,Tier 1,NIL,Nottingham Young Musician of the Year,Tier 5,Nil,94.07,9.33,9.33,23,1,Tier 5,FALSE,18741,Tier 5
16676,Tier 1,NIL,Get Active Ston Easton,Tier 5,Nil,91.56,9.25,9.25,19,2,Tier 5,FALSE,16676,Tier 5
15843,Tier 2,NIL,Light-Bearer Theatre Perfomance,Tier 5,Nil,94.13,9.18,9.18,40,1,Tier 5,FALSE,15843,Tier 5
18277,NIL,NIL,Entrust Outdoor Education,Nil,Nil,,9.12,9.12,3,2,Nil,FALSE,18277,Nil
17184,NIL,NIL,Packington Recreation Ground,Nil,Nil,,9.04,9.04,3,1,Nil,FALSE,17184,Nil
6812,NIL,NIL,marlena kotzknecht,Nil,Nil,,9,109.92,3,3,Nil,FALSE,6812,Nil
11899,Tier 2,Tier 2,Ellis Shepherd,Tier 5,Tier 5,85.64,9,42.67,24,2,Tier 5,FALSE,11899,Tier 5
17389,Tier 1,NIL,Trafford Music Service,Tier 5,Nil,91.64,9,9,26,2,Tier 5,FALSE,17389,Tier 5
20067,Tier 1,NIL,The Salvation Army Derby Central,Tier 5,Nil,94.18,9,9,24,1,Tier 5,FALSE,20067,Tier 5
19372,NIL,NIL,Iris Training &amp; Consulting,Nil,Nil,,8.96,8.96,5,1,Nil,FALSE,19372,Nil
10540,Tier 2,Tier 2,YAB Ribble Valley,Tier 5,Tier 5,89.24,8.93,11.33,50,3,Tier 5,FALSE,10540,Tier 5
16621,Tier 1,NIL,NEWSA,Tier 5,Nil,94.24,8.87,8.87,26,1,Tier 5,FALSE,16621,Tier 5
17530,NIL,NIL,Orange Frog,Nil,Nil,,8.83,8.83,4,1,Nil,FALSE,17530,Nil
13529,Tier 1,NIL,Sales Geek Milton Keynes,Tier 5,Nil,88.69,8.75,14.38,17,3,Tier 5,FALSE,13529,Tier 5
16721,Tier 1,NIL,Green Man Medical,Tier 5,Nil,91.78,8.75,8.75,10,2,Tier 5,FALSE,16721,Tier 5
17873,Tier 1,NIL,Sales Geek Winchester,Tier 5,Nil,91.78,8.75,8.75,14,2,Tier 5,FALSE,17873,Tier 5
19023,Tier 1,NIL,Barney stripe,Tier 5,Nil,94.32,8.75,8.75,14,1,Tier 5,FALSE,19023,Tier 5
2543,Tier 1,Tier 2,EventWell Ltd,Tier 5,Tier 5,78.74,8.75,66.08,22,5,Tier 5,FALSE,2543,Tier 5
15175,Tier 1,NIL,Sheffield Clarinet Ensemble,Tier 5,Nil,94.39,8.71,8.71,15,1,Tier 5,FALSE,15175,Tier 5
12799,NIL,NIL,ADRIAN BECKINGHAM,Nil,Nil,,8.67,10.17,7,3,Nil,FALSE,12799,Nil
15122,Tier 1,NIL,Halton Gardening Group,Tier 5,Nil,94.45,8.67,8.67,26,1,Tier 5,FALSE,15122,Tier 5
15413,Tier 1,NIL,Dufton Agricultural Show,Tier 5,Nil,94.45,8.67,8.67,17,1,Tier 5,FALSE,15413,Tier 5
19834,Tier 1,NIL,Anne Durward-Brown,Tier 5,Nil,94.45,8.67,8.67,16,1,Tier 5,FALSE,19834,Tier 5
19531,Tier 1,NIL,SCE Jamboree,Tier 5,Nil,94.5,8.46,8.46,25,1,Tier 5,FALSE,19531,Tier 5
10840,Tier 1,Tier 1,Rock N Soul Singers,Tier 5,Tier 5,87.85,8.42,18.96,17,3,Tier 5,FALSE,10840,Tier 5
17661,Tier 1,NIL,FOSS events,Tier 5,Nil,94.55,8.38,8.38,28,1,Tier 5,FALSE,17661,Tier 5
14179,Tier 1,Tier 1,Syne Community,Tier 5,Tier 5,91.41,8.33,23.83,20,1,Tier 5,FALSE,14179,Tier 5
11255,Tier 4,Tier 2,T. Knight,Tier 5,Tier 5,83.77,8.25,44.71,515,3,Tier 3,TRUE,11255,Tier 5
11304,Tier 1,NIL,Lancaster Walks,Tier 5,Nil,90.09,8.25,8.25,12,3,Tier 5,FALSE,11304,Tier 5
14071,Tier 1,NIL,Herefordshire Composers' Workshop,Tier 5,Nil,93.97,8.25,11.6,11,1,Tier 5,FALSE,14071,Tier 5
19588,NIL,NIL,Women Winning,Nil,Nil,,8.17,8.17,7,1,Nil,FALSE,19588,Nil
15213,Tier 1,NIL,Parent Support Link,Tier 5,Nil,94.67,8.17,8.17,14,1,Tier 5,FALSE,15213,Tier 5
15312,Tier 1,NIL,Wendy Smith,Tier 5,Nil,94.67,8.17,8.17,21,1,Tier 5,FALSE,15312,Tier 5
13747,Tier 1,NIL,Sales Geek South & West Herts,Tier 5,Nil,91.69,8.12,10.62,13,2,Tier 5,FALSE,13747,Tier 5
18685,Tier 1,NIL,From a Lancashire Lass,Tier 5,Nil,92.21,8.08,8.08,13,2,Tier 5,FALSE,18685,Tier 5
9518,Tier 2,Tier 4,Wellies-On CIC,Tier 5,Free,90.23,8.08,8.08,92,3,Tier 5,FALSE,9518,Tier 5
18544,Tier 1,NIL,Mini Monsters soft play hire,Tier 5,Nil,92.25,8.04,8.04,17,2,Tier 5,FALSE,18544,Tier 5
18046,NIL,NIL,What&#39;s A Foot Reflexology,Nil,Nil,,8,8,4,1,Nil,FALSE,18046,Nil
14186,Tier 1,Tier 1,Mr D M Leadsom,Tier 5,Tier 5,92.95,7.92,16.92,14,1,Tier 5,FALSE,14186,Tier 5
19484,Tier 2,NIL,Caro,Tier 5,Nil,94.85,7.92,7.92,60,1,Tier 5,FALSE,19484,Tier 5
19768,Tier 1,NIL,Calderwood Shuk 2026,Tier 5,Nil,94.85,7.92,7.92,24,1,Tier 5,FALSE,19768,Tier 5
20113,NIL,NIL,Worrall Workshops,Nil,Nil,,7.83,7.83,1,1,Nil,FALSE,20113,Nil
20041,Tier 1,NIL,Sian Sculpts - Mat pilates event,Tier 5,Nil,94.9,7.79,7.79,11,1,Tier 5,FALSE,20041,Tier 5
15733,NIL,NIL,6 Fest,Nil,Nil,,7.75,7.75,2,1,Nil,FALSE,15733,Nil
19794,Tier 1,NIL,Calm Aura Healing,Tier 5,Nil,94.92,7.68,7.68,17,1,Tier 5,FALSE,19794,Tier 5
19097,Tier 2,NIL,Friends of Tedder,Tier 5,Nil,94.95,7.67,7.67,47,1,Tier 5,FALSE,19097,Tier 5
7154,NIL,Tier 2,Mountain Services,Nil,Tier 5,,7.62,152,1,3,Nil,FALSE,7154,Nil
16670,Tier 1,NIL,Arlington Museum,Tier 5,Nil,94.99,7.58,7.58,14,1,Tier 5,FALSE,16670,Tier 5
8112,Tier 1,Tier 1,New Sheringham Singers,Tier 5,Tier 5,87.02,7.58,24.38,14,3,Tier 5,FALSE,8112,Tier 5
18476,NIL,NIL,Pocket &amp; Wonder,Nil,Nil,,7.54,7.54,7,1,Nil,FALSE,18476,Nil
13801,Tier 1,Tier 1,Andrea Clare Art,Tier 5,Free,95.04,7.54,7.54,14,1,Tier 5,FALSE,13801,Tier 5
19341,Tier 1,NIL,The Lancasstrian,Tier 5,Nil,95.04,7.54,7.54,26,1,Tier 5,FALSE,19341,Tier 5
15410,Tier 1,NIL,South Northampton Music Fund,Tier 5,Nil,95.09,7.5,7.5,12,1,Tier 5,FALSE,15410,Tier 5
5128,Tier 2,Tier 2,Barrachou Paddle,Tier 5,Tier 5,76.02,7.5,105,13,5,Tier 5,FALSE,5128,Tier 5
18337,Tier 1,NIL,Tarik Frimpong,Tier 5,Nil,95.14,7.35,7.35,12,1,Tier 5,FALSE,18337,Tier 5
13657,Tier 1,Tier 1,AK Daniel,Tier 5,Tier 5,89.11,7.33,15.33,22,3,Tier 5,FALSE,13657,Tier 5
15268,Tier 1,NIL,H2 Photographic Society,Tier 5,Nil,95.2,7.33,7.33,22,1,Tier 5,FALSE,15268,Tier 5
19722,Tier 1,NIL,Chipstead Residents Association,Tier 5,Nil,95.2,7.33,7.33,22,1,Tier 5,FALSE,19722,Tier 5
20165,Tier 1,NIL,Pelham Structures Ltd,Tier 5,Nil,95.2,7.33,7.33,22,1,Tier 5,FALSE,20165,Tier 5
19898,Tier 2,NIL,1st Barnt Green Scouts,Tier 5,Nil,95.28,7.27,7.27,55,1,Tier 5,FALSE,19898,Tier 5
8082,Tier 3,Tier 3,Association of Business Leaders in Education (ABLE),Tier 5,Tier 5,83.44,7.25,40.21,240,4,Tier 4,TRUE,8082,Tier 5
14681,Tier 1,NIL,paul wilkinson,Tier 5,Nil,92.78,7.23,7.23,12,2,Tier 5,FALSE,14681,Tier 5
17815,NIL,NIL,Connection Health and Fitness,Nil,Nil,,7.17,7.17,4,1,Nil,FALSE,17815,Nil
16325,NIL,NIL,Women Unfiltered,Nil,Nil,,7.13,7.13,8,1,Nil,FALSE,16325,Nil
15678,Tier 1,NIL,SuzyBlyth,Tier 5,Nil,95.36,7.08,7.08,20,1,Tier 5,FALSE,15678,Tier 5
17504,NIL,NIL,Rachel Hucker,Nil,Nil,,7,7,6,1,Nil,FALSE,17504,Nil
17723,NIL,NIL,Kelly &amp; Gabriela,Nil,Nil,,7,7,6,1,Nil,FALSE,17723,Nil
18634,NIL,NIL,BFREPA,Nil,Nil,,7,7,4,2,Nil,FALSE,18634,Nil
12881,Tier 1,Tier 1,Sally Walker,Tier 5,Tier 5,88.75,7,17,21,3,Tier 5,FALSE,12881,Tier 5
16286,Tier 1,NIL,The Family Magic Show,Tier 5,Nil,95.4,7,7,19,1,Tier 5,FALSE,16286,Tier 5
12492,Tier 2,Tier 3,Families Of Auchinairn Coming Together,Tier 5,Tier 5,83.59,6.88,68.38,31,2,Tier 5,FALSE,12492,Tier 5
14830,NIL,Tier 1,Selfcare With LJ,Nil,Tier 5,,6.83,21.63,8,1,Nil,FALSE,14830,Nil
18147,NIL,NIL,Synergy Health Kendal,Nil,Nil,,6.79,6.79,3,1,Nil,FALSE,18147,Nil
19333,Tier 2,NIL,Sidedoor Social,Tier 5,Nil,95.45,6.79,6.79,80,1,Tier 5,FALSE,19333,Tier 5
12309,NIL,Tier 2,That Yorkshire Yoga Girl,Nil,Tier 5,,6.71,39.14,9,2,Nil,FALSE,12309,Nil
4476,Tier 2,NIL,Malpas Cricket Club,Tier 5,Nil,80.12,6.67,69.3,20,4,Tier 5,FALSE,4476,Tier 5
8369,Tier 4,Tier 4,Woodoaks Farm,Tier 5,Tier 5,81.69,6.67,68.33,1220,3,Tier 3,TRUE,8369,Tier 5
13969,Tier 1,NIL,Lancaster Photographic Society,Tier 5,Nil,92.48,6.58,9.58,19,2,Tier 5,FALSE,13969,Tier 5
14094,Tier 1,NIL,SSAFA East Midlands,Tier 5,Nil,92.94,6.58,7.08,14,2,Tier 5,FALSE,14094,Tier 5
13270,NIL,Tier 2,Emma Goodwin-Jones,Nil,Tier 5,,6.5,50.13,8,2,Nil,FALSE,13270,Nil
16580,Tier 1,NIL,Doddington SMBC,Tier 5,Nil,95.59,6.5,6.5,12,1,Tier 5,FALSE,16580,Tier 5
16677,Tier 1,NIL,Rattle and Rhyme,Tier 5,Nil,95.59,6.5,6.5,24,1,Tier 5,FALSE,16677,Tier 5
16981,Tier 1,NIL,personality disorders cic,Tier 5,Nil,95.59,6.5,6.5,12,1,Tier 5,FALSE,16981,Tier 5
18609,Tier 1,NIL,Chameleon On An Iceberg Ltd,Tier 5,Nil,93.05,6.5,6.5,12,2,Tier 5,FALSE,18609,Tier 5
12154,Tier 2,Tier 1,The Sand House Charity,Tier 5,Tier 5,91.69,6.46,14.04,80,2,Tier 5,FALSE,12154,Tier 5
1513,Tier 3,Tier 2,Newark & Sherwood Concert Band,Tier 5,Tier 5,69.31,6.46,251.35,134,6,Tier 4,TRUE,1513,Tier 5
16859,Tier 3,NIL,Drive 4UR Community,Tier 5,Nil,95.7,6.46,6.46,136,1,Tier 4,TRUE,16859,Tier 5
18983,Tier 2,NIL,Leicestershire Adopters and Foster Carers Support,Tier 5,Nil,95.7,6.46,6.46,44,1,Tier 5,FALSE,18983,Tier 5
205,Tier 3,Tier 2,St.Leonards Music School,Tier 5,Tier 5,81.57,6.46,39.38,128,8,Tier 4,TRUE,205,Tier 5
18991,NIL,NIL,Blooma Florals,Nil,Nil,,6.38,6.38,3,1,Nil,FALSE,18991,Nil
17393,Tier 1,NIL,Christmas Drag &amp; Drive,Tier 5,Nil,95.77,6.38,6.38,17,1,Tier 5,FALSE,17393,Tier 5
16107,NIL,NIL,Beverley Foy,Nil,Nil,,6.33,6.33,4,1,Nil,FALSE,16107,Nil
17028,NIL,NIL,Poonam Batra,Nil,Nil,,6.33,6.33,4,1,Nil,FALSE,17028,Nil
16614,Tier 2,NIL,Ad-Options Ltd,Tier 5,Nil,95.79,6.33,6.33,65,1,Tier 5,FALSE,16614,Tier 5
10447,NIL,Tier 3,Natwest,Nil,Tier 4,,6.25,212.25,7,2,Nil,FALSE,10447,Nil
17992,NIL,NIL,Young and Corporate Events,Nil,Nil,,6.25,6.25,3,1,Nil,FALSE,17992,Nil
7425,Tier 3,Tier 2,Connected,Tier 5,Tier 5,70.2,6.25,359.61,10,3,Tier 4,TRUE,7425,Tier 5
15250,Tier 1,NIL,Kidderminster Male Choir CIO,Tier 5,Nil,93.3,6.21,6.21,11,2,Tier 5,FALSE,15250,Tier 5
19338,Tier 1,NIL,Lucy Drewery,Tier 5,Nil,95.87,6.17,6.17,16,1,Tier 5,FALSE,19338,Tier 5
16632,Tier 1,NIL,Kerry Events &amp; Defib Group,Tier 5,Nil,95.89,6.09,6.09,11,1,Tier 5,FALSE,16632,Tier 5
19026,Tier 1,NIL,Powerhouse Ballet,Tier 5,Nil,95.93,6.08,6.08,10,1,Tier 5,FALSE,19026,Tier 5
5224,Tier 3,Tier 3,Revival School,Tier 5,Tier 5,72.12,6.08,215.08,11,4,Tier 4,TRUE,5224,Tier 5
17574,Tier 1,NIL,Around the world in 60 minutes🌏,Tier 5,Nil,95.97,6.07,6.07,27,1,Tier 5,FALSE,17574,Tier 5
14383,Tier 2,Tier 1,Leila Platt Events,Tier 5,Tier 5,90.75,6,19.13,72,2,Tier 5,FALSE,14383,Tier 5
6687,Tier 1,Tier 2,Porthtowan Village  hall,Tier 5,Tier 5,82.62,6,50.13,18,4,Tier 5,FALSE,6687,Tier 5
8259,Tier 3,Tier 4,Winlaton Community FC Juniors,Tier 5,Tier 5,74.57,6,184.88,49,3,Tier 4,TRUE,8259,Tier 5
10459,Tier 2,NIL,Cumbrian Children's Holiday,Tier 5,Nil,85.88,5.96,51,11,2,Tier 5,FALSE,10459,Tier 5
14779,Tier 1,NIL,Saltburn House,Tier 5,Nil,96.07,5.96,5.96,11,1,Tier 5,FALSE,14779,Tier 5
2647,Tier 1,NIL,St Nicolas  Old Shoreham,Tier 5,Nil,79.92,5.96,66.36,11,5,Tier 5,FALSE,2647,Tier 5
8565,Tier 2,Tier 2,Newtown Male Voice Choir,Tier 5,Tier 5,79.67,5.96,95.47,11,3,Tier 5,FALSE,8565,Tier 5
16468,NIL,NIL,Nigel Clarke,Nil,Nil,,5.88,5.88,3,1,Nil,FALSE,16468,Nil
15266,Tier 3,NIL,Simone Olagoke,Tier 5,Nil,96.13,5.88,5.88,234,1,Tier 4,TRUE,15266,Tier 5
9287,Tier 1,Tier 3,1st Yate Scouts,Tier 5,Tier 5,84.45,5.83,47,35,3,Tier 5,FALSE,9287,Tier 5
8309,Tier 2,Tier 2,Stainton Village Hall,Tier 5,Tier 5,79.31,5.79,84.5,17,4,Tier 5,FALSE,8309,Tier 5
19855,Tier 1,NIL,Newport &amp; District History Society,Tier 5,Nil,96.19,5.7,5.7,13,1,Tier 5,FALSE,19855,Tier 5
13492,NIL,Tier 1,Sales Geek C&N Hertfordshire,Nil,Tier 5,,5.62,11.88,9,3,Nil,FALSE,13492,Nil
14842,NIL,NIL,CHIME Consultancy,Nil,Nil,,5.62,5.62,9,1,Nil,FALSE,14842,Nil
12335,Tier 2,Tier 1,Kendal Rotary Club,Tier 5,Tier 5,88.94,5.62,19.13,71,3,Tier 5,FALSE,12335,Tier 5
18618,Tier 2,NIL,Northampton Bengali Hindu Association,Tier 5,Nil,93.69,5.54,5.54,55,2,Tier 5,FALSE,18618,Tier 5
19900,Tier 1,NIL,Inner Ambition,Tier 5,Nil,96.26,5.51,5.51,14,1,Tier 5,FALSE,19900,Tier 5
19995,NIL,NIL,The Queenager Club,Nil,Nil,,5.42,5.42,5,1,Nil,FALSE,19995,Nil
10494,Tier 1,Tier 1,The Heath Band,Tier 5,Tier 5,89.12,5.42,18.96,13,3,Tier 5,FALSE,10494,Tier 5
15488,Tier 1,NIL,The Friends of Capel Church  Kent,Tier 5,Nil,96.31,5.42,5.42,10,1,Tier 5,FALSE,15488,Tier 5
18079,Tier 1,NIL,Rice,Tier 5,Nil,96.31,5.42,5.42,10,1,Tier 5,FALSE,18079,Tier 5
17700,NIL,NIL,St Thomas of Canterbury Cathedral Centre Ltd,Nil,Nil,,5.41,5.41,7,1,Nil,FALSE,17700,Nil
13818,NIL,Tier 3,Windsor Boys School Sport Department,Nil,Tier 5,,5.37,130.96,3,1,Nil,FALSE,13818,Nil
16493,Tier 1,NIL,Grace Black Vocalist,Tier 5,Nil,96.37,5.33,5.33,16,1,Tier 5,FALSE,16493,Tier 5
17963,NIL,NIL,Wandering to Wonder Coaching,Nil,Nil,,5.17,5.17,5,1,Nil,FALSE,17963,Nil
149,Tier 3,Tier 3,Carer Support South Lakes,Tier 5,Tier 5,59.52,5.17,1215.71,13,9,Tier 4,TRUE,149,Tier 5
19837,NIL,NIL,Tallie Maughan,Nil,Nil,,5.13,5.13,9,1,Nil,FALSE,19837,Nil
6906,NIL,Tier 3,North East VA Conference,Nil,Tier 4,,5.13,256,1,4,Nil,FALSE,6906,Nil
19096,Tier 1,NIL,Wildflowers Outdoor Stay and Play,Tier 5,Nil,96.43,5.13,5.13,20,1,Tier 5,FALSE,19096,Tier 5
19599,NIL,NIL,Stephen Leslie Productions,Nil,Nil,,5,5,8,1,Nil,FALSE,19599,Nil
20103,NIL,NIL,Natalie Going,Nil,Nil,,5,5,8,1,Nil,FALSE,20103,Nil
2023,NIL,Tier 3,Surrey Scouts,Nil,Tier 5,,5,303.67,3,5,Nil,FALSE,2023,Nil
13138,Tier 2,Tier 2,Lets Market Ltd,Tier 5,Tier 5,85.19,5,59.63,118,2,Tier 5,FALSE,13138,Tier 5
14487,Tier 1,Tier 1,Grace Thomas,Tier 5,Tier 5,95.07,5,13,15,1,Tier 5,FALSE,14487,Tier 5
19611,Tier 1,NIL,HEMAT,Tier 5,Nil,96.47,5,5,15,1,Tier 5,FALSE,19611,Tier 5
20232,NIL,NIL,Fairytale Faces &amp; Events,Nil,Nil,,4.98,4.98,8,1,Nil,FALSE,20232,Nil
17771,Tier 2,NIL,HH ICU Wellness Group,Tier 5,Nil,96.52,4.96,4.96,50,1,Tier 5,FALSE,17771,Tier 5
18977,Tier 2,NIL,Carlisle One World Centre,Tier 5,Nil,96.55,4.9,4.9,73,1,Tier 5,FALSE,18977,Tier 5
12407,NIL,NIL,Vital Serenity,Nil,Nil,,4.87,5.83,9,2,Nil,FALSE,12407,Nil
15296,NIL,NIL,North Notts Chamber Choir,Nil,Nil,,4.87,4.87,9,1,Nil,FALSE,15296,Nil
18356,NIL,NIL,make it flourish,Nil,Nil,,4.83,4.83,2,1,Nil,FALSE,18356,Nil
18069,Tier 1,NIL,Amanda Ross Coaching  Consultancy &amp; Conducting,Tier 5,Nil,96.58,4.83,4.83,36,1,Tier 5,FALSE,18069,Tier 5
17251,NIL,NIL,Skyblupinkcreative,Nil,Nil,,4.79,4.79,5,1,Nil,FALSE,17251,Nil
19780,Tier 1,NIL,Clare Pritchard Somatic Stress &amp; Breathwork,Tier 5,Nil,96.6,4.79,4.79,16,1,Tier 5,FALSE,19780,Tier 5
4032,Tier 2,Tier 2,myceliumthinking,Tier 5,Tier 5,78.16,4.75,89.79,40,5,Tier 5,FALSE,4032,Tier 5
